CMN,anziani,fam,istr_sup,maschi,minori,occ,pop,stran
1220,569,1319,208,1472,451,1327,3042,111
1221,311,780,83,833,226,724,1664,100
1222,348,868,188,992,295,898,1962,89
1223,504,1210,191,1264,367,1175,2606,124
1224,104,179,9,158,22,107,296,21
1225,351,808,81,964,285,787,1867,94
1226,46,119,8,123,23,105,228,6
1227,213,422,37,378,83,299,789,24
1228,931,2084,633,2455,927,2104,5044,202
1229,415,1175,176,1166,321,984,2352,171
1230,175,396,59,388,113,305,777,27
1231,321,810,100,888,256,839,1809,106
1232,86,290,40,312,107,254,609,104
1233,81,210,66,224,60,213,462,27
1234,15,45,1,49,8,27,75,9
1235,279,713,154,745,211,678,1501,81
1236,987,2498,381,2920,1062,2646,5955,327
1237,737,1639,353,1942,652,1758,3980,122
1238,63,156,11,178,54,166,362,17
1239,96,232,29,255,60,225,512,10
1240,800,2004,296,2372,836,2104,4839,194
1241,819,1536,346,1733,565,1479,3683,119
1242,369,825,101,867,242,696,1707,76
1243,492,1269,260,1538,554,1400,3173,122
1244,469,1169,201,1243,386,1109,2520,209
1245,199,472,55,473,141,402,978,44
1246,652,1398,216,1565,514,1351,3247,243
1247,162,381,58,397,126,343,811,41
1248,1604,4348,739,4995,1836,4699,10144,364
1249,3718,8264,1962,8998,2701,7950,18589,910
1250,297,663,133,713,224,588,1439,73
1251,47,118,18,131,31,125,257,5
1252,563,1363,280,1528,497,1328,3098,143
1253,351,833,130,918,259,808,1855,115
1254,758,1637,359,1788,589,1547,3615,112
1255,784,2027,260,2292,721,1918,4597,413
1256,775,1866,216,1943,625,1681,4060,333
1257,1854,4408,563,5214,1797,4490,10556,839
1258,39,152,33,137,29,127,250,15
1259,160,635,134,568,127,536,1081,124
1260,566,1431,158,1636,488,1477,3226,187
1261,173,358,65,389,130,328,806,44
1262,310,685,129,721,204,627,1432,91
1263,108,524,100,475,127,480,922,68
1264,104,222,21,219,46,200,467,28
1265,8862,20650,2291,22513,6875,19774,46348,3036
1266,299,725,97,780,209,638,1513,75
1267,215,476,33,452,104,396,933,56
1268,57,125,11,123,46,107,266,8
1269,1254,2858,454,2958,871,2716,6092,340
1270,1345,2711,405,2849,867,2373,5992,471
1271,134,356,37,374,108,336,774,64
1272,173615,428673,120318,410105,122748,357106,858205,128238
1273,505,1284,174,1462,492,1338,2974,121
1274,138,272,55,299,71,264,616,38
1275,1057,2317,430,2168,574,1670,4554,412
1276,685,1665,268,1870,620,1636,3788,223
1278,93,183,17,166,33,130,323,6
1279,104,292,32,259,58,206,506,27
1280,2004,4689,922,5136,1624,4599,10611,634
1281,42,112,6,88,26,75,180,5
1282,51,120,9,106,12,83,200,5
1283,243,616,54,696,218,594,1398,96
1284,673,1811,269,2002,595,1754,3965,171
1285,148,448,63,516,129,418,947,69
1286,149,366,60,404,127,331,788,37
1287,595,1342,196,1420,475,1245,2991,213
1288,24,68,4,49,11,43,93,1
1289,165,364,42,420,121,354,845,41
1290,283,624,89,721,214,608,1443,58
1291,200,417,29,440,109,346,877,26
1292,6630,14824,2204,15819,4756,13710,32682,1331
1293,898,2136,264,2321,731,2099,4766,284
1294,280,619,101,678,156,563,1340,48
1295,179,372,54,382,87,344,765,58
1296,47,120,20,121,43,117,242,11
1298,82,313,69,232,53,237,495,38
1299,976,2236,252,2521,787,2228,5070,277
1300,832,2034,198,2205,671,2037,4489,293
1301,202,538,82,574,181,527,1194,51
1302,665,1518,455,1663,598,1553,3467,108
1303,491,1268,210,1393,431,1208,2785,113
1304,233,473,61,493,148,412,996,66
1305,425,940,101,951,264,785,1948,60
1306,239,524,46,523,147,439,1045,31
1307,845,1868,223,1882,530,1627,3888,228
1308,855,2008,263,2199,678,1956,4504,325
1309,2711,6446,1270,7357,2603,6658,15070,622
1310,200,487,64,585,183,506,1151,99
1311,290,566,66,587,138,510,1189,67
1312,98,258,44,246,71,220,518,30
1313,233,528,46,524,129,424,1021,17
1314,2521,6384,957,7432,2577,6732,15167,913
1315,1253,3428,421,4210,1538,3807,8495,290
1316,1051,2968,352,3637,1244,3315,7354,205
1317,271,654,94,625,168,491,1236,51
1318,236,554,77,478,102,418,987,39
2002,131,396,58,374,99,348,725,23
2003,81,148,20,155,44,113,309,25
2004,469,1073,130,1254,375,1070,2506,195
2006,200,418,37,445,97,361,844,100
2007,259,624,85,681,199,616,1389,67
2008,26,64,5,50,22,40,117,13
2009,45,97,4,123,30,99,220,14
2011,380,828,100,899,237,832,1848,158
2014,49,95,2,78,12,63,160,5
2015,505,995,153,1125,285,1025,2260,183
2016,2924,5959,971,5832,1558,5222,12250,841
2017,401,941,174,1093,365,998,2228,180
2021,172,397,46,413,116,384,837,44
2025,33,126,19,108,36,113,214,5
2029,18,43,6,37,7,29,73,1
2030,220,457,55,561,102,429,1039,151
2031,227,430,118,543,148,485,1096,39
2032,157,348,38,395,90,354,766,70
2033,41,96,3,122,30,94,223,5
2035,71,133,12,142,35,106,292,11
2041,7,42,4,34,2,28,52,4
2042,874,1998,279,2080,614,1893,4283,322
2043,50,130,14,128,37,114,239,8
2045,18,39,9,40,10,45,86,2
2047,181,358,36,362,97,307,748,31
2048,73,147,8,137,24,104,252,2
2049,1453,3432,335,3784,1133,3125,7611,678
2052,92,169,18,197,48,163,394,14
2054,205,448,64,505,178,470,1061,48
2057,50,117,10,107,10,90,185,5
2058,238,503,44,540,134,420,1079,107
2059,97,231,15,248,72,219,495,31
2061,1595,3563,367,3674,973,3375,7572,484
2062,142,383,31,411,147,299,814,40
2065,81,140,11,174,37,130,340,25
2066,78,164,22,171,37,133,339,15
2067,87,215,16,252,82,210,509,27
2068,177,379,49,398,97,361,797,26
2070,105,241,28,248,67,246,526,28
2071,830,1880,236,2014,633,1749,4183,484
2072,156,358,27,387,117,325,800,22
2078,20,58,8,53,9,43,95,5
2079,319,605,95,698,175,521,1380,100
2082,183,347,44,371,84,287,738,22
2088,140,346,47,382,124,386,783,41
2089,41,99,10,107,29,89,213,28
2090,245,528,47,546,118,481,1098,69
2091,57,137,19,135,32,121,272,22
2093,206,565,68,625,198,559,1266,68
2096,27,74,7,79,19,61,138,6
2097,34,102,6,89,26,84,186,4
2102,119,283,29,293,66,258,571,17
2104,125,285,40,362,103,321,719,61
2107,864,1824,210,1820,510,1737,3878,94
2108,66,169,13,196,62,177,395,17
2110,17,45,6,38,4,36,67,2
2113,35,93,5,75,8,62,128,1
2115,97,219,18,208,52,168,426,14
2116,448,1034,111,1114,310,996,2283,88
2118,116,243,29,252,74,230,544,17
2121,36,102,10,103,18,86,183,7
2122,186,404,40,447,122,425,912,78
2126,39,94,11,108,34,91,201,32
2127,31,44,7,47,8,33,98,3
2128,757,1682,210,1841,520,1601,3792,246
2131,294,651,73,728,205,594,1474,116
2133,1721,3780,562,3909,1083,3413,8122,694
2134,96,199,16,181,48,159,373,9
2135,74,213,23,192,46,175,366,10
2137,1004,2154,244,2284,654,1969,4717,537
2142,230,521,84,570,160,495,1178,69
2147,152,329,37,342,98,281,672,21
2148,1496,3045,396,3334,976,2541,6771,839
2150,661,1475,178,1652,508,1442,3383,188
2152,487,903,97,940,194,813,1882,85
2156,1612,3469,562,3317,936,2945,6931,391
2158,9150,21645,4843,21708,6557,19323,45425,5583
2163,90,185,18,196,41,179,398,19
2164,337,712,82,761,206,642,1517,56
2166,23,81,12,83,24,73,158,2
2170,39,99,8,85,10,59,149,0
2171,207,486,65,473,94,407,941,30
3001,247,700,142,799,238,725,1551,91
3002,206,406,108,466,99,388,884,100
3006,427,968,120,1014,313,909,2102,111
3008,3305,6799,1600,6461,1853,5439,13796,1505
3012,176,346,70,361,82,340,747,30
3016,1565,4071,515,4730,1519,4193,9455,486
3018,199,560,78,681,230,576,1328,289
3019,200,502,68,558,153,528,1129,38
3021,263,585,122,632,201,561,1293,85
3022,236,507,70,587,162,517,1157,45
3023,387,826,106,946,283,846,1967,95
3024,3873,9393,1822,10283,3281,9258,21383,2191
3025,723,2108,243,2584,950,2246,5159,554
3026,544,1237,166,1352,405,1290,2801,120
3027,209,490,64,522,160,505,1087,74
3030,441,1063,146,1238,365,1121,2504,130
3032,1795,4625,644,5217,1671,4765,10708,644
3036,522,1118,162,1149,363,1086,2463,182
3037,168,393,54,492,161,436,981,81
3039,141,432,55,451,134,436,905,32
3040,281,667,82,768,227,647,1526,50
3041,142,373,35,437,140,389,872,85
3042,48,138,18,155,62,138,318,30
3043,1709,4289,686,4738,1605,4226,9820,1017
3044,92,174,22,200,52,163,386,18
3045,260,563,64,578,150,506,1172,91
3047,209,554,81,645,225,581,1302,54
3049,1225,2858,397,3248,1101,2593,6645,938
3051,101,247,33,260,68,221,514,37
3052,188,508,98,614,187,554,1222,73
3055,305,693,102,791,281,683,1619,103
3058,435,1087,152,1243,403,1123,2587,135
3060,228,571,33,687,223,585,1400,85
3062,591,1172,199,1215,345,1018,2561,300
3065,387,887,139,963,294,883,1977,198
3066,480,1156,167,1271,399,1107,2579,147
3068,2749,6932,1107,7553,2570,6730,15516,1415
3069,221,555,100,694,257,653,1400,26
3070,301,741,91,867,253,789,1750,93
3073,682,1601,215,1636,414,1510,3373,296
3076,1103,2384,291,2693,692,2335,5403,454
3077,227,590,71,667,204,601,1336,40
3079,977,2029,265,2082,557,1785,4307,155
3082,745,1845,281,2122,653,1956,4297,228
3083,136,248,24,262,61,237,546,17
3084,507,1128,256,1041,285,866,2165,206
3088,299,711,111,770,230,710,1601,79
3090,51,114,14,106,20,95,224,12
3091,283,679,81,798,241,706,1586,115
3093,270,532,83,562,142,440,1124,100
3095,495,1209,227,1122,288,1043,2400,195
3097,172,509,73,609,238,544,1213,88
3098,256,375,67,365,86,269,796,66
3100,514,1082,119,1148,322,1073,2412,135
3103,332,866,167,873,242,819,1770,105
3104,151,351,56,396,135,351,800,23
3106,18453,47077,11878,49530,15626,43720,102225,15719
3108,2452,6012,928,6923,2432,6196,14148,966
3109,389,950,191,1083,341,950,2149,83
3112,286,584,219,619,102,490,1279,173
3114,341,890,180,1065,379,987,2147,105
3115,196,452,72,418,95,430,891,41
3116,257,615,126,645,170,631,1312,58
3119,149,408,54,383,110,346,809,56
3120,251,584,36,654,208,584,1370,103
3121,314,921,105,1069,370,989,2131,150
3122,364,827,102,922,255,839,1844,72
3129,170,426,53,491,161,374,941,177
3130,759,1768,229,1778,515,1657,3751,330
3131,816,2338,331,2744,1069,2453,5595,599
3133,474,1272,114,1440,465,1410,3001,200
3134,160,321,44,385,109,326,745,34
3135,337,823,118,1036,313,851,2019,188
3138,96,249,27,281,71,263,555,29
3139,292,601,89,671,208,613,1382,60
3140,137,306,41,351,113,322,723,49
3141,178,460,62,526,179,460,1089,58
3143,539,1230,194,1334,371,1209,2708,162
3144,74,208,22,235,69,197,463,23
3146,168,393,61,433,117,392,882,41
3149,3014,8579,1275,10135,3735,8668,20395,3746
3153,181,467,54,471,107,465,962,40
3154,860,2054,241,2359,811,2084,4847,333
3158,385,881,121,983,273,866,2006,122
3159,152,358,48,420,126,393,868,94
3164,91,240,24,297,67,269,538,21
3166,898,2258,368,2545,807,2372,5231,294
4001,32,86,6,75,18,75,153,14
4002,63,124,9,106,20,87,210,6
4003,6228,14531,3074,14904,4630,14521,31250,3765
4004,56,111,13,119,30,107,234,11
4005,19,76,5,72,24,55,139,19
4006,18,55,4,39,9,29,78,1
4007,43,87,10,102,30,93,196,18
4008,233,465,54,476,150,412,995,140
4009,1048,2563,241,2889,920,2628,5838,801
4010,196,455,46,537,142,523,1049,66
4011,115,261,47,305,111,334,617,75
4012,1349,3120,333,3773,1229,3417,7497,1349
4013,124,305,59,328,103,352,682,90
4014,130,277,19,318,97,261,639,76
4015,66,100,7,121,12,86,209,41
4016,525,1429,201,1703,689,1624,3426,311
4017,23,63,3,52,3,54,97,1
4018,63,155,16,161,52,169,338,21
4019,605,1516,195,1852,689,1624,3634,398
4020,90,208,20,236,76,252,483,35
4021,18,40,2,29,3,25,54,3
4022,504,1698,244,2076,907,2028,4207,279
4023,25,55,6,46,10,39,96,11
4024,64,154,24,186,60,200,385,23
4025,2078,5548,978,6120,2137,5496,12439,1103
4026,45,90,6,86,15,85,174,19
4027,154,329,42,313,74,277,642,88
4028,1593,4172,578,4786,1559,4477,9636,590
4029,5354,13004,2169,14350,4819,13020,29568,4113
4030,47,142,21,154,42,137,298,6
4031,15,34,7,28,2,21,41,0
4032,49,137,8,142,22,126,263,18
4033,224,510,33,507,135,462,1009,65
4034,1656,4389,540,5102,1679,4800,10078,906
4035,152,291,35,288,67,255,578,31
4037,1003,2323,281,2722,930,2562,5512,974
4038,15,45,4,44,9,40,79,2
4039,30,71,6,52,3,38,96,5
4040,1125,2985,443,3377,1080,3229,6763,678
4041,498,1264,126,1504,575,1381,3032,251
4042,214,491,34,554,179,560,1138,53
4043,817,1943,247,2138,696,1999,4313,397
4044,33,87,12,78,30,72,171,15
4045,250,593,54,715,226,630,1403,142
4046,295,878,125,1092,395,1134,2206,360
4047,44,90,6,76,18,71,152,0
4049,185,564,67,690,239,671,1362,123
4050,80,157,11,160,26,143,309,30
4051,164,380,34,455,131,448,905,135
4052,64,137,8,149,45,135,286,13
4053,9,45,2,36,7,34,59,4
4054,27,57,5,48,17,41,100,3
4055,108,282,47,362,98,376,701,43
4056,199,353,33,406,104,434,832,143
4057,89,222,18,247,57,247,463,58
4058,102,285,31,352,120,332,668,85
4059,952,2226,311,2731,896,2500,5447,618
4060,12,59,4,50,13,39,82,0
4061,1091,2779,324,3527,1259,3306,6877,768
4062,403,866,95,1026,290,972,2007,151
4063,94,181,17,221,33,196,410,38
4064,800,2179,381,2609,909,2442,5143,293
4065,334,910,98,1114,396,1077,2242,188
4066,1102,2563,347,2764,906,2371,5592,1005
4067,1449,3906,604,4633,1736,4482,9401,933
4068,702,1646,212,1797,549,1623,3577,371
4069,39,84,8,97,30,92,185,6
4070,19,40,2,49,14,35,82,6
4071,192,385,22,392,121,339,812,86
4072,395,910,111,1034,329,1003,2120,203
4073,506,1059,133,1084,295,1023,2244,293
4074,214,406,49,469,125,459,928,139
4075,554,1385,136,1722,560,1462,3333,615
4076,86,179,18,182,54,182,374,45
4077,32,106,14,87,16,77,154,2
4078,10945,26392,6205,26817,8302,24867,55822,6415
4079,457,929,92,977,261,806,1895,132
4080,571,1537,245,1817,583,1860,3604,327
4081,889,2078,281,2278,686,2126,4572,622
4082,1300,3102,446,3454,1122,3059,6981,1178
4083,16,42,4,49,11,46,87,0
4084,191,496,59,407,89,326,777,62
4085,356,840,68,979,311,935,1946,186
4086,365,737,75,845,258,796,1694,175
4087,80,209,24,231,77,222,467,34
4088,101,161,11,144,27,118,297,21
4089,4388,10516,1871,12219,4016,11248,24333,2512
4090,180,382,55,408,70,340,743,68
4091,281,824,82,874,221,690,1588,161
4092,59,157,18,147,39,114,264,21
4093,104,252,37,296,108,254,566,6
4094,54,156,11,180,60,139,341,12
4095,762,1524,169,1403,348,1181,2902,206
4096,376,1017,100,1318,531,1227,2605,208
4097,71,146,9,130,23,104,257,14
4098,31,69,4,61,6,58,124,1
4099,396,1066,136,1101,347,1106,2260,196
4100,316,866,105,989,348,959,1995,298
4101,543,1465,250,1754,566,1799,3516,311
4102,23,35,3,33,7,24,64,11
4103,15,46,3,44,12,35,75,2
4104,270,553,73,782,217,661,1460,257
4105,471,1174,190,1368,399,1378,2717,408
4106,127,220,19,241,50,201,452,36
4107,114,311,30,380,117,349,746,103
4108,168,390,40,416,108,357,816,113
4109,62,110,9,104,16,86,201,16
4110,312,869,133,742,178,663,1440,67
4111,47,93,5,91,22,77,189,7
4112,14,34,3,24,4,16,46,3
4113,344,898,128,1067,416,1083,2194,190
4114,368,886,93,1080,365,990,2170,185
4115,288,592,52,628,178,608,1259,216
4116,628,1625,275,1862,670,1754,3782,336
4117,507,1279,152,1634,637,1558,3271,319
4118,265,588,65,697,222,671,1426,121
4119,14,41,2,29,3,34,53,5
4120,60,108,8,109,27,83,213,11
4121,144,343,16,403,97,322,730,108
4122,69,173,14,159,36,127,292,16
4123,56,121,10,117,26,93,219,16
4124,92,155,19,130,22,98,263,43
4125,158,274,20,288,93,250,616,22
4126,205,601,86,612,204,626,1266,43
4127,27,50,0,44,7,33,81,1
4128,215,567,83,677,256,668,1372,108
4129,98,236,25,296,102,268,577,85
4130,4296,9831,2070,10890,3566,9542,22233,3032
4131,173,329,41,267,52,249,592,72
4132,401,869,147,975,303,957,1963,310
4133,830,1893,234,2229,807,2127,4658,555
4134,135,301,27,264,67,240,540,38
4135,180,374,31,417,113,399,848,62
4136,91,301,36,377,120,386,726,109
4137,78,212,17,234,83,237,484,60
4138,33,105,10,108,34,112,214,2
4139,97,239,27,286,75,205,517,82
4140,319,684,82,825,241,738,1609,132
4141,61,128,15,129,24,91,237,33
4142,317,936,114,1155,426,1131,2343,246
4143,753,1752,209,2022,653,1861,4076,348
4144,348,832,86,1006,369,962,1990,172
4145,189,411,45,419,113,340,838,168
4146,186,401,35,476,160,432,942,78
4147,600,1390,163,1716,638,1615,3469,530
4148,576,1390,205,1643,561,1593,3350,531
4149,67,170,17,177,32,202,353,21
4150,85,179,12,188,37,159,356,34
4151,206,447,45,505,131,412,974,99
4152,172,410,48,486,155,496,973,95
4153,84,190,16,200,63,175,402,33
4154,20,51,3,49,2,48,85,1
4155,483,914,85,759,110,574,1491,134
4156,16,60,13,48,11,43,84,9
4157,607,1349,83,1313,331,1112,2629,144
4158,110,262,38,286,84,271,571,12
4159,111,194,23,144,11,104,278,7
4160,51,99,13,96,19,105,198,10
4161,65,129,10,144,25,139,264,20
4162,28,55,5,57,9,51,108,2
4163,957,2424,403,2736,922,2641,5542,357
4164,94,150,18,156,39,129,318,32
4165,342,897,115,1071,368,973,2102,109
4166,557,1244,130,1361,420,1248,2703,177
4167,24,46,7,40,4,36,74,2
4168,191,597,116,705,250,726,1399,70
4169,180,436,46,482,155,440,975,41
4170,485,1321,172,1639,592,1563,3314,123
4171,242,495,46,535,165,462,1111,100
4172,54,105,7,91,10,81,175,7
4173,62,124,11,115,25,90,231,22
4174,43,94,8,85,18,69,171,7
4175,98,236,39,261,98,208,526,71
4176,360,904,106,1006,307,1001,2009,122
4177,157,312,21,338,89,281,669,28
4178,107,217,20,210,47,159,411,43
4179,1771,4225,609,4826,1502,4289,9729,1085
4180,714,1742,208,2180,687,2045,4270,427
4181,165,457,27,531,185,483,1056,59
4182,24,59,5,47,8,48,108,4
4183,41,79,4,50,0,31,98,3
4184,17,46,11,46,16,41,91,6
4185,385,985,87,1080,355,934,2183,158
4186,144,284,38,241,45,214,475,27
4187,268,722,100,743,228,711,1525,90
4188,43,69,4,57,9,49,126,7
4189,303,656,71,786,253,794,1571,119
4190,426,1016,88,1086,311,940,2060,155
4191,113,318,44,374,137,365,739,26
4192,469,1226,95,1308,388,1155,2655,208
4193,29,77,7,82,15,86,154,9
4194,239,619,132,795,246,812,1590,74
4195,81,203,23,229,60,198,415,74
4196,208,415,59,473,125,478,958,69
4197,148,410,39,421,110,393,809,61
4198,60,135,18,196,72,171,359,44
4199,105,232,24,241,55,195,475,27
4200,33,80,5,82,17,66,161,8
4201,300,592,93,589,133,513,1205,88
4202,128,287,34,388,126,327,731,98
4203,3174,7734,1643,8584,2756,7821,17471,2379
4204,21,55,5,41,11,43,85,3
4205,232,519,47,498,138,459,989,36
4206,42,85,6,75,16,78,153,5
4207,96,229,27,210,38,165,407,21
4208,506,1221,132,1478,516,1358,2999,179
4209,479,1064,63,1140,304,1082,2290,91
4210,361,850,93,902,286,749,1846,234
4211,338,976,112,1206,427,1151,2347,162
4212,422,1175,153,1447,484,1371,2878,449
4213,806,1684,194,1918,536,1913,3863,493
4214,280,573,58,647,207,625,1346,95
4215,3916,9511,2080,10448,3468,9793,21431,2211
4216,45,91,5,83,25,79,177,4
4217,378,863,102,1113,375,1017,2152,276
4218,88,236,16,285,88,279,548,97
4219,63,149,5,159,27,139,300,22
4220,81,223,16,244,64,244,480,81
4221,68,160,7,161,43,160,316,21
4222,1074,2652,306,3076,1026,2767,6230,627
4223,522,1157,155,1280,400,1310,2660,159
4224,21,62,11,46,15,44,98,9
4225,276,874,95,1128,417,1106,2171,145
4226,51,80,10,82,19,60,165,10
4227,111,239,19,248,57,193,491,74
4228,146,301,36,352,121,332,725,25
4229,16,23,0,21,5,15,47,3
4230,137,344,43,391,107,421,774,54
4231,77,146,16,164,39,165,310,20
4232,369,893,110,1105,448,1016,2223,149
4233,216,452,50,468,130,394,917,35
4234,135,344,41,402,118,364,792,42
4235,38,68,2,57,5,44,99,4
4237,245,636,62,654,203,612,1352,73
4238,100,236,48,266,83,277,544,45
4239,251,558,58,536,143,484,1124,56
4240,1121,2782,367,3210,1043,2835,6463,1056
4241,425,969,111,1180,369,1126,2338,187
4242,648,1451,291,1545,446,1425,3166,164
4243,402,1073,208,1294,478,1203,2614,99
4244,502,1207,137,1437,515,1349,2878,330
4245,1029,2484,373,2802,944,2576,5715,521
4246,145,309,21,387,120,359,749,46
4247,222,662,82,796,243,697,1543,124
4248,150,322,26,308,78,277,597,33
4249,111,209,24,187,41,149,359,11
4250,105,216,15,250,64,245,490,34
5001,365,696,85,787,211,689,1563,184
5002,114,222,50,240,43,210,491,58
5003,229,450,75,479,111,401,964,41
5004,124,295,35,285,71,230,564,51
5005,14487,34461,6861,35536,10997,31296,74065,9269
5006,91,176,26,178,49,158,382,12
5007,189,493,61,538,182,477,1088,203
5008,70,150,28,155,43,133,312,34
5009,80,210,29,225,48,159,407,52
5010,88,157,22,144,31,115,297,16
5011,209,397,35,389,103,358,818,74
5012,444,1047,148,1278,413,1141,2517,103
5013,313,777,94,832,233,779,1663,113
5014,268,584,64,616,177,482,1226,97
5015,265,517,69,609,169,565,1171,158
5016,99,204,26,203,49,159,405,46
5017,2096,4618,488,5010,1506,4280,10212,1768
5018,144,391,58,501,179,438,1003,83
5019,67,138,13,180,35,119,321,68
5020,177,303,34,287,57,238,597,64
5021,104,273,33,276,70,264,549,77
5022,720,1622,207,1800,552,1644,3673,410
5023,231,557,71,578,152,494,1157,118
5024,129,283,29,314,61,288,583,80
5025,516,1143,159,1320,366,1207,2657,150
5026,61,140,22,139,45,128,294,20
5027,29,66,4,64,13,61,140,17
5028,323,772,91,927,248,738,1801,235
5029,176,360,46,394,103,312,813,73
5030,180,329,36,365,77,282,706,66
5031,656,1372,196,1515,435,1321,3079,271
5032,91,167,22,199,55,156,394,67
5033,120,306,34,349,119,303,706,53
5034,123,200,26,222,71,193,462,25
5035,48,108,14,115,40,84,223,15
5036,118,279,31,295,86,241,594,61
5037,111,175,18,182,45,159,366,52
5038,53,104,29,112,38,87,228,12
5039,103,208,31,214,51,172,428,21
5040,234,532,46,621,181,548,1221,158
5041,48,125,22,146,45,134,285,18
5042,295,681,97,697,192,592,1385,136
5044,46,100,11,102,26,82,201,28
5045,79,148,33,149,46,111,310,28
5046,57,128,12,138,41,105,273,40
5047,115,289,34,296,87,226,594,49
5048,107,244,30,261,78,222,522,46
5049,96,238,43,251,75,238,516,70
5050,1166,2517,311,2833,834,2577,5682,545
5051,113,207,29,221,70,170,444,54
5052,174,440,56,542,160,479,1065,101
5053,322,624,65,763,243,657,1529,146
5054,116,264,24,256,51,219,524,118
5055,149,314,35,370,114,290,733,77
5056,144,264,30,252,62,226,542,49
5057,151,294,42,293,76,256,587,78
5058,358,942,105,1034,354,869,2054,170
5059,404,850,108,976,296,887,1995,124
5060,74,149,20,163,40,151,319,42
5061,75,144,17,130,17,94,233,31
5062,63,168,31,207,52,167,381,21
5063,101,213,31,269,78,251,504,35
5064,67,119,12,104,14,83,198,22
5065,276,477,54,512,100,401,1008,159
5066,457,966,104,1035,275,817,2113,302
5067,165,421,47,486,164,405,983,98
5068,232,446,66,406,115,393,882,75
5069,629,1300,189,1322,347,1169,2769,304
5070,188,401,68,436,150,371,878,38
5071,176,398,67,423,113,375,857,36
5072,88,161,13,162,45,144,327,31
5073,211,440,68,473,110,363,929,81
5074,163,339,33,341,113,303,719,46
5075,293,574,64,593,160,504,1216,136
5076,453,1048,121,1172,360,1013,2307,251
5077,263,484,67,491,137,402,1053,107
5079,44,98,8,99,16,87,186,11
5080,2054,4639,626,4868,1557,4345,10128,1407
5081,22,35,4,35,6,29,70,6
5082,90,224,31,221,45,175,420,36
5083,97,210,32,223,73,195,445,26
5084,131,275,29,269,50,218,541,64
5085,42,109,13,110,19,85,209,19
5086,137,285,36,283,71,239,571,51
5087,405,874,149,954,311,852,1955,92
5088,55,82,9,88,18,61,159,4
5089,326,686,90,761,237,665,1551,145
5090,180,341,55,375,74,317,751,30
5091,90,172,34,185,53,162,369,29
5092,117,224,30,251,45,173,467,58
5093,220,428,61,468,105,381,915,75
5094,120,201,21,199,42,155,376,35
5095,87,183,15,179,41,152,352,38
5096,345,633,65,689,202,539,1377,199
5097,1342,3342,386,3989,1422,3587,8076,1172
5098,32,55,6,55,7,48,100,13
5099,139,302,53,354,84,313,675,58
5100,201,448,44,499,139,488,992,60
5101,204,521,75,590,168,512,1184,50
5103,106,263,13,269,69,233,529,47
5104,30,49,3,53,6,53,107,12
5105,70,109,6,121,35,105,249,27
5106,99,238,33,272,92,216,548,111
5107,41,76,13,81,12,65,156,6
5108,334,737,102,853,259,730,1701,116
5109,155,373,52,395,98,341,782,78
5110,58,94,10,104,20,87,213,16
5111,48,116,24,141,43,129,283,26
5112,429,1025,125,1197,376,1100,2365,213
5113,170,291,32,310,79,252,604,82
5114,57,130,11,126,32,90,245,31
5115,223,415,45,427,92,351,857,49
5116,174,361,47,414,94,369,808,89
5117,608,1252,140,1446,457,1212,2955,359
5118,901,2309,286,2723,983,2504,5581,460
5119,97,190,27,178,52,157,370,43
5120,145,267,27,283,69,247,555,21
5121,368,725,83,778,199,655,1556,147
6001,4567,9862,1632,8999,2435,7936,19223,2106
6002,91,163,15,161,37,100,297,12
6003,17987,44002,8585,44040,13152,38424,91089,14428
6004,153,324,50,375,92,293,742,88
6005,188,328,31,392,95,307,730,83
6007,110,208,30,223,49,162,412,23
6008,58,166,21,189,49,150,358,24
6009,1296,3034,533,3034,886,2682,6254,744
6010,78,138,27,131,31,94,257,12
6011,331,608,44,645,175,477,1311,53
6012,384,897,136,1020,305,905,2015,152
6013,333,707,82,783,187,715,1575,45
6014,99,242,33,260,70,222,502,29
6015,177,356,43,346,85,280,709,46
6016,34,71,14,79,28,64,158,6
6017,381,896,105,877,220,774,1773,162
6018,405,969,161,965,249,876,1914,145
6019,134,254,41,262,62,217,549,29
6020,251,572,51,678,217,613,1375,109
6021,452,1034,145,1151,325,1001,2265,232
6022,297,603,61,552,124,419,1082,115
6023,75,143,22,167,36,131,320,37
6024,142,230,23,221,41,162,429,54
6025,158,290,47,250,48,172,482,58
6026,120,256,38,229,55,205,467,22
6027,181,391,77,379,72,300,728,63
6028,149,262,33,223,45,179,453,29
6029,415,901,138,903,238,784,1795,159
6030,187,467,82,542,179,475,1098,137
6031,69,152,17,174,50,118,333,45
6032,121,229,57,201,41,191,420,42
6033,224,471,70,464,80,403,913,53
6034,30,62,9,52,3,29,88,1
6035,91,242,25,258,69,218,489,74
6036,199,363,31,352,93,268,724,69
6037,259,496,76,571,155,508,1167,90
6038,75,203,29,187,37,180,364,15
6039,6754,16543,2945,15442,4150,13822,32641,3634
6040,169,435,83,481,151,475,979,112
6041,35,65,12,60,9,48,116,15
6043,674,1386,168,1451,333,1141,2860,379
6044,234,451,57,444,92,321,852,43
6045,30,48,10,45,12,34,85,0
6046,90,200,21,205,46,181,397,49
6047,859,1921,284,2139,645,1887,4389,494
6048,49,78,17,67,9,48,143,9
6049,461,946,123,919,219,781,1858,114
6050,97,215,32,229,63,206,452,25
6051,290,652,154,722,192,643,1428,51
6052,163,311,26,303,73,239,626,53
