CMN,dominio,anno,valore
2007,PF,2018,1393
2007,PF,2019,1375
2008,F,2018,64
2008,F,2019,64
2008,PF,2018,110
2008,PF,2019,113
2009,F,2018,99
2009,F,2019,97
2009,PF,2018,218
2009,PF,2019,210
2011,F,2018,834
2011,F,2019,828
2011,PF,2018,1876
2011,PF,2019,1838
2014,F,2018,104
2014,F,2019,95
2014,PF,2018,175
2014,PF,2019,168
2015,F,2018,991
2015,F,2019,995
2015,PF,2018,2247
2015,PF,2019,2231
2016,F,2018,5970
2016,F,2019,5959
2016,PF,2018,12505
2016,PF,2019,12399
2017,F,2018,952
2017,F,2019,941
2017,PF,2018,2202
2017,PF,2019,2174
2021,F,2018,400
2021,F,2019,397
2021,PF,2018,851
2021,PF,2019,842
2025,F,2018,127
2025,F,2019,126
2025,PF,2018,235
2025,PF,2019,231
2029,F,2018,42
2029,F,2019,43
2029,PF,2018,73
2029,PF,2019,72
2030,F,2018,462
2030,F,2019,457
2030,PF,2018,943
2030,PF,2019,927
2031,F,2018,427
2031,F,2019,430
2031,PF,2018,1088
2031,PF,2019,1069
2032,F,2018,353
2032,F,2019,348
2032,PF,2018,785
2032,PF,2019,766
2033,F,2018,99
2033,F,2019,96
2033,PF,2018,218
2033,PF,2019,208
2035,F,2018,132
2035,F,2019,133
2035,PF,2018,293
2035,PF,2019,289
2041,F,2018,41
2041,F,2019,42
2041,PF,2018,57
2041,PF,2019,58
2042,F,2018,2002
2042,F,2019,1998
2042,PF,2018,4363
2042,PF,2019,4331
2043,F,2018,128
2043,F,2019,130
2043,PF,2018,250
2043,PF,2019,252
2045,F,2018,36
2045,F,2019,39
2045,PF,2018,85
2045,PF,2019,88
2047,F,2018,362
2047,F,2019,358
2047,PF,2018,748
2047,PF,2019,734
2048,F,2018,148
2048,F,2019,147
2048,PF,2018,252
2048,PF,2019,255
2049,F,2018,3385
2049,F,2019,3432
2049,PF,2018,7596
2049,PF,2019,7648
2052,F,2018,171
2052,F,2019,169
2052,PF,2018,376
2052,PF,2019,381
2054,F,2018,446
2054,F,2019,448
2054,PF,2018,1036
2054,PF,2019,1041
2057,F,2018,120
2057,F,2019,117
2057,PF,2018,192
2057,PF,2019,187
2058,F,2018,512
2058,F,2019,503
2058,PF,2018,1083
2058,PF,2019,1073
2059,F,2018,234
2059,F,2019,231
2059,PF,2018,500
2059,PF,2019,484
2061,F,2018,3553
2061,F,2019,3563
2061,PF,2018,7751
2061,PF,2019,7733
2062,F,2018,387
2062,F,2019,383
2062,PF,2018,840
2062,PF,2019,821
2065,F,2018,143
2065,F,2019,140
2065,PF,2018,347
2065,PF,2019,344
2066,F,2018,167
2066,F,2019,164
2066,PF,2018,339
2066,PF,2019,339
2067,F,2018,212
2067,F,2019,215
2067,PF,2018,519
2067,PF,2019,521
2068,F,2018,383
2068,F,2019,379
2068,PF,2018,828
2068,PF,2019,809
2070,F,2018,238
2070,F,2019,241
2070,PF,2018,527
2070,PF,2019,526
2071,F,2018,1872
2071,F,2019,1880
2071,PF,2018,4235
2071,PF,2019,4197
2072,F,2018,368
2072,F,2019,358
2072,PF,2018,814
2072,PF,2019,800
2078,F,2018,62
2078,F,2019,58
2078,PF,2018,98
2078,PF,2019,96
2079,F,2018,617
2079,F,2019,605
2079,PF,2018,1274
2079,PF,2019,1260
2082,F,2018,359
2082,F,2019,347
2082,PF,2018,769
2082,PF,2019,746
2088,F,2018,343
2088,F,2019,346
2088,PF,2018,775
2088,PF,2019,790
2089,F,2018,105
2089,F,2019,99
2089,PF,2018,219
2089,PF,2019,211
2090,F,2018,539
2090,F,2019,528
2090,PF,2018,1181
2090,PF,2019,1145
2091,F,2018,142
2091,F,2019,137
2091,PF,2018,289
2091,PF,2019,281
2093,F,2018,563
2093,F,2019,565
2093,PF,2018,1283
2093,PF,2019,1288
2096,F,2018,71
2096,F,2019,74
2096,PF,2018,138
2096,PF,2019,139
2097,F,2018,100
2097,F,2019,102
2097,PF,2018,181
2097,PF,2019,185
2102,F,2018,283
2102,F,2019,283
2102,PF,2018,581
2102,PF,2019,565
2104,F,2018,289
2104,F,2019,285
2104,PF,2018,679
2104,PF,2019,662
2107,F,2018,1839
2107,F,2019,1824
2107,PF,2018,3981
2107,PF,2019,3932
2108,F,2018,174
2108,F,2019,169
2108,PF,2018,384
2108,PF,2019,369
2110,F,2018,48
2110,F,2019,45
2110,PF,2018,63
2110,PF,2019,62
2113,F,2018,95
2113,F,2019,93
2113,PF,2018,136
2113,PF,2019,133
2115,F,2018,225
2115,F,2019,219
2115,PF,2018,443
2115,PF,2019,447
2116,F,2018,1027
2116,F,2019,1034
2116,PF,2018,2335
2116,PF,2019,2331
2118,F,2018,247
2118,F,2019,243
2118,PF,2018,532
2118,PF,2019,522
2121,F,2018,101
2121,F,2019,102
2121,PF,2018,178
2121,PF,2019,176
2122,F,2018,406
2122,F,2019,404
2122,PF,2018,920
2122,PF,2019,922
2126,F,2018,94
2126,F,2019,94
2126,PF,2018,223
2126,PF,2019,217
2127,F,2018,46
2127,F,2019,44
2127,PF,2018,107
2127,PF,2019,102
2128,F,2018,1696
2128,F,2019,1682
2128,PF,2018,3843
2128,PF,2019,3799
2131,F,2018,658
2131,F,2019,651
2131,PF,2018,1490
2131,PF,2019,1461
2133,F,2018,3771
2133,F,2019,3780
2133,PF,2018,8233
2133,PF,2019,8174
2134,F,2018,201
2134,F,2019,199
2134,PF,2018,374
2134,PF,2019,372
2135,F,2018,217
2135,F,2019,213
2135,PF,2018,366
2135,PF,2019,370
2137,F,2018,2153
2137,F,2019,2154
2137,PF,2018,4865
2137,PF,2019,4817
2142,F,2018,530
2142,F,2019,521
2142,PF,2018,1183
2142,PF,2019,1163
2147,F,2018,327
2147,F,2019,329
2147,PF,2018,697
2147,PF,2019,696
2148,F,2018,3047
2148,F,2019,3045
2148,PF,2018,6812
2148,PF,2019,6793
2150,F,2018,1477
2150,F,2019,1475
2150,PF,2018,3401
2150,PF,2019,3389
2152,F,2018,906
2152,F,2019,903
2152,PF,2018,1923
2152,PF,2019,1911
2156,F,2018,3452
2156,F,2019,3469
2156,PF,2018,6993
2156,PF,2019,6960
2158,F,2018,21473
2158,F,2019,21645
2158,PF,2018,45775
2158,PF,2019,45781
2163,F,2018,192
2163,F,2019,185
2163,PF,2018,424
2163,PF,2019,409
2164,F,2018,707
2164,F,2019,712
2164,PF,2018,1556
2164,PF,2019,1556
2166,F,2018,82
2166,F,2019,81
2166,PF,2018,160
2166,PF,2019,160
2170,F,2018,100
2170,F,2019,99
2170,PF,2018,157
2170,PF,2019,151
2171,F,2018,492
2171,F,2019,486
2171,PF,2018,989
2171,PF,2019,972
3001,F,2018,703
3001,F,2019,700
3001,PF,2018,1546
3001,PF,2019,1563
3002,F,2018,405
3002,F,2019,406
3002,PF,2018,805
3002,PF,2019,812
3006,F,2018,974
3006,F,2019,968
3006,PF,2018,2161
3006,PF,2019,2114
3008,F,2018,6753
3008,F,2019,6799
3008,PF,2018,13781
3008,PF,2019,13730
3012,F,2018,356
3012,F,2019,346
3012,PF,2018,788
3012,PF,2019,758
3016,F,2018,4075
3016,F,2019,4071
3016,PF,2018,9409
3016,PF,2019,9384
3018,F,2018,557
3018,F,2019,560
3018,PF,2018,1297
3018,PF,2019,1284
3019,F,2018,512
3019,F,2019,502
3019,PF,2018,1180
3019,PF,2019,1135
3021,F,2018,586
3021,F,2019,585
3021,PF,2018,1261
3021,PF,2019,1266
3022,F,2018,516
3022,F,2019,507
3022,PF,2018,1190
3022,PF,2019,1164
3023,F,2018,824
3023,F,2019,826
3023,PF,2018,1970
3023,PF,2019,1951
3024,F,2018,9352
3024,F,2019,9393
3024,PF,2018,21102
3024,PF,2019,21113
3025,F,2018,2071
3025,F,2019,2108
3025,PF,2018,5117
3025,PF,2019,5170
3026,F,2018,1234
3026,F,2019,1237
3026,PF,2018,2811
3026,PF,2019,2795
3027,F,2018,500
3027,F,2019,490
3027,PF,2018,1135
3027,PF,2019,1110
3030,F,2018,1062
3030,F,2019,1063
3030,PF,2018,2480
3030,PF,2019,2470
3032,F,2018,4592
3032,F,2019,4625
3032,PF,2018,10741
3032,PF,2019,10785
3036,F,2018,1118
3036,F,2019,1118
3036,PF,2018,2515
3036,PF,2019,2498
3037,F,2018,394
3037,F,2019,393
3037,PF,2018,914
3037,PF,2019,946
3039,F,2018,429
3039,F,2019,432
3039,PF,2018,911
3039,PF,2019,910
3040,F,2018,663
3040,F,2019,667
3040,PF,2018,1494
3040,PF,2019,1495
3041,F,2018,373
3041,F,2019,373
3041,PF,2018,849
3041,PF,2019,872
3042,F,2018,140
3042,F,2019,138
3042,PF,2018,319
3042,PF,2019,318
3043,F,2018,4240
3043,F,2019,4289
3043,PF,2018,9730
3043,PF,2019,9732
3044,F,2018,167
3044,F,2019,174
3044,PF,2018,381
3044,PF,2019,389
3045,F,2018,562
3045,F,2019,563
3045,PF,2018,1170
3045,PF,2019,1172
3047,F,2018,547
3047,F,2019,554
3047,PF,2018,1340
3047,PF,2019,1312
3049,F,2018,2863
3049,F,2019,2858
3049,PF,2018,6663
3049,PF,2019,6671
3051,F,2018,244
3051,F,2019,247
3051,PF,2018,455
3051,PF,2019,466
3052,F,2018,503
3052,F,2019,508
3052,PF,2018,1231
3052,PF,2019,1239
3055,F,2018,693
3055,F,2019,693
3055,PF,2018,1601
3055,PF,2019,1599
3058,F,2018,1090
3058,F,2019,1087
3058,PF,2018,2609
3058,PF,2019,2583
3060,F,2018,575
3060,F,2019,571
3060,PF,2018,1386
3060,PF,2019,1380
3062,F,2018,1179
3062,F,2019,1172
3062,PF,2018,2496
3062,PF,2019,2501
3065,F,2018,890
3065,F,2019,887
3065,PF,2018,2025
3065,PF,2019,2016
3066,F,2018,1175
3066,F,2019,1156
3066,PF,2018,2643
3066,PF,2019,2610
3068,F,2018,6872
3068,F,2019,6932
3068,PF,2018,15463
3068,PF,2019,15531
3069,F,2018,559
3069,F,2019,555
3069,PF,2018,1433
3069,PF,2019,1424
3070,F,2018,744
3070,F,2019,741
3070,PF,2018,1757
3070,PF,2019,1756
3166,F,2018,2243
3166,PF,2018,5182
3073,F,2018,1581
3073,F,2019,1601
3073,PF,2018,3458
3073,PF,2019,3428
3076,F,2018,2375
3076,F,2019,2384
3076,PF,2018,5443
3076,PF,2019,5419
3077,F,2018,596
3077,F,2019,590
3077,PF,2018,1361
3077,PF,2019,1340
3079,F,2018,2028
3079,F,2019,2029
3079,PF,2018,4393
3079,PF,2019,4332
3082,F,2018,1865
3082,F,2019,1845
3082,PF,2018,4343
3082,PF,2019,4286
3083,F,2018,257
3083,F,2019,248
3083,PF,2018,569
3083,PF,2019,548
3084,F,2018,1126
3084,F,2019,1128
3084,PF,2018,2195
3084,PF,2019,2185
3088,F,2018,717
3088,F,2019,711
3088,PF,2018,1636
3088,PF,2019,1617
3090,F,2018,109
3090,F,2019,114
3090,PF,2018,224
3090,PF,2019,222
3091,F,2018,684
3091,F,2019,679
3091,PF,2018,1629
3091,PF,2019,1614
3093,F,2018,521
3093,F,2019,532
3093,PF,2018,1079
3093,PF,2019,1097
3095,F,2018,1195
3095,F,2019,1209
3095,PF,2018,2384
3095,PF,2019,2402
3097,F,2018,501
3097,F,2019,509
3097,PF,2018,1224
3097,PF,2019,1226
3098,F,2018,375
3098,F,2019,375
3098,PF,2018,738
3098,PF,2019,730
3100,F,2018,1088
3100,F,2019,1082
3100,PF,2018,2473
3100,PF,2019,2434
3103,F,2018,871
3103,F,2019,866
3103,PF,2018,1795
3103,PF,2019,1780
3104,F,2018,346
3104,F,2019,351
3104,PF,2018,835
3104,PF,2019,818
3106,F,2018,46904
3106,F,2019,47077
3106,PF,2018,101824
3106,PF,2019,101844
3108,F,2018,5970
3108,F,2019,6012
3108,PF,2018,14018
3108,PF,2019,14086
3109,F,2018,948
3109,F,2019,950
3109,PF,2018,2168
3109,PF,2019,2166
3112,F,2018,580
3112,F,2019,584
3112,PF,2018,1051
3112,PF,2019,1050
3114,F,2018,878
3114,F,2019,890
3114,PF,2018,2149
3114,PF,2019,2141
3115,F,2018,459
3115,F,2019,452
3115,PF,2018,924
3115,PF,2019,916
3116,F,2018,617
3116,F,2019,615
3116,PF,2018,1376
3116,PF,2019,1344
3119,F,2018,411
3119,F,2019,408
3119,PF,2018,806
3119,PF,2019,814
3120,F,2018,590
3120,F,2019,584
3120,PF,2018,1395
3120,PF,2019,1355
3121,F,2018,930
3121,F,2019,921
3121,PF,2018,2144
3121,PF,2019,2117
3122,F,2018,819
3122,F,2019,827
3122,PF,2018,1850
3122,PF,2019,1851
3129,F,2018,419
3129,F,2019,426
3129,PF,2018,941
3129,PF,2019,930
3130,F,2018,1774
3130,F,2019,1768
3130,PF,2018,3886
3130,PF,2019,3835
3131,F,2018,2335
3131,F,2019,2338
3131,PF,2018,5516
3131,PF,2019,5500
3133,F,2018,1271
3133,F,2019,1272
3133,PF,2018,3032
3133,PF,2019,3017
3134,F,2018,325
3134,F,2019,321
3134,PF,2018,735
3134,PF,2019,736
3135,F,2018,835
3135,F,2019,823
3135,PF,2018,1927
3135,PF,2019,1891
3138,F,2018,251
3138,F,2019,249
3138,PF,2018,560
3138,PF,2019,553
3139,F,2018,609
3139,F,2019,601
3139,PF,2018,1426
3139,PF,2019,1402
3140,F,2018,314
3140,F,2019,306
3140,PF,2018,760
3140,PF,2019,745
3141,F,2018,454
3141,F,2019,460
3141,PF,2018,1050
3141,PF,2019,1061
3143,F,2018,1229
3143,F,2019,1230
3143,PF,2018,2719
3143,PF,2019,2726
3144,F,2018,208
3144,F,2019,208
3144,PF,2018,466
3144,PF,2019,464
3146,F,2018,388
3146,F,2019,393
3146,PF,2018,892
3146,PF,2019,899
3149,F,2018,8540
3149,F,2019,8579
3149,PF,2018,20478
3149,PF,2019,20451
3153,F,2018,471
3153,F,2019,467
3153,PF,2018,993
3153,PF,2019,979
3154,F,2018,2059
3154,F,2019,2054
3154,PF,2018,4871
3154,PF,2019,4875
3158,F,2018,877
3158,F,2019,881
3158,PF,2018,2026
3158,PF,2019,2009
3159,F,2018,355
3159,F,2019,358
3159,PF,2018,870
3159,PF,2019,863
3164,F,2018,246
3164,F,2019,240
3164,PF,2018,559
3164,PF,2019,545
3166,F,2019,2258
3166,PF,2019,5145
4001,F,2018,88
4001,F,2019,86
4001,PF,2018,160
4001,PF,2019,158
4002,F,2018,123
4002,F,2019,124
4002,PF,2018,223
4002,PF,2019,219
4003,F,2018,14427
4003,F,2019,14531
4003,PF,2018,31005
4003,PF,2019,31035
4004,F,2018,109
4004,F,2019,111
4004,PF,2018,226
4004,PF,2019,232
4005,F,2018,75
4005,F,2019,76
4005,PF,2018,129
4005,PF,2019,137
4006,F,2018,54
4006,F,2019,55
4006,PF,2018,72
4006,PF,2019,74
4007,F,2018,88
4007,F,2019,87
4007,PF,2018,196
4007,PF,2019,196
4008,F,2018,468
4008,F,2019,465
4008,PF,2018,1013
4008,PF,2019,1012
4009,F,2018,2568
4009,F,2019,2563
4009,PF,2018,5911
4009,PF,2019,5862
4010,F,2018,446
4010,F,2019,455
4010,PF,2018,1060
4010,PF,2019,1067
4011,F,2018,267
4011,F,2019,261
4011,PF,2018,630
4011,PF,2019,612
4012,F,2018,3105
4012,F,2019,3120
4012,PF,2018,7492
4012,PF,2019,7469
4013,F,2018,314
4013,F,2019,305
4013,PF,2018,690
4013,PF,2019,679
4014,F,2018,278
4014,F,2019,277
4014,PF,2018,656
4014,PF,2019,637
4015,F,2018,104
4015,F,2019,100
4015,PF,2018,191
4015,PF,2019,186
4016,F,2018,1410
4016,F,2019,1429
4016,PF,2018,3398
4016,PF,2019,3427
4017,F,2018,65
4017,F,2019,63
4017,PF,2018,106
4017,PF,2019,102
4018,F,2018,159
4018,F,2019,155
4018,PF,2018,355
4018,PF,2019,348
4019,F,2018,1517
4019,F,2019,1516
4019,PF,2018,3621
4019,PF,2019,3620
4020,F,2018,207
4020,F,2019,208
4020,PF,2018,475
4020,PF,2019,482
4021,F,2018,39
4021,F,2019,40
4021,PF,2018,56
4021,PF,2019,56
4022,F,2018,1683
4022,F,2019,1698
4022,PF,2018,4153
4022,PF,2019,4163
4023,F,2018,53
4023,F,2019,55
4023,PF,2018,99
4023,PF,2019,100
4024,F,2018,156
4024,F,2019,154
4024,PF,2018,384
4024,PF,2019,377
4025,F,2018,5525
4025,F,2019,5548
4025,PF,2018,12418
4025,PF,2019,12345
4026,F,2018,91
4026,F,2019,90
4026,PF,2018,178
4026,PF,2019,174
4027,F,2018,332
4027,F,2019,329
4027,PF,2018,630
4027,PF,2019,628
4028,F,2018,4187
4028,F,2019,4172
4028,PF,2018,9654
4028,PF,2019,9562
4029,F,2018,12867
4029,F,2019,13004
4029,PF,2018,29316
4029,PF,2019,29415
4030,F,2018,148
4030,F,2019,142
4030,PF,2018,307
4030,PF,2019,299
4031,F,2018,32
4031,F,2019,34
4031,PF,2018,40
4031,PF,2019,42
4032,F,2018,134
4032,F,2019,137
4032,PF,2018,280
4032,PF,2019,277
4033,F,2018,525
4033,F,2019,510
4033,PF,2018,1065
4033,PF,2019,1031
4034,F,2018,4376
4034,F,2019,4389
4034,PF,2018,10056
4034,PF,2019,10044
4035,F,2018,292
4035,F,2019,291
4035,PF,2018,596
4035,PF,2019,593
4213,F,2018,1739
4213,PF,2018,4002
4037,F,2018,2315
4037,F,2019,2323
4037,PF,2018,5602
4037,PF,2019,5564
4038,F,2018,46
4038,F,2019,45
4038,PF,2018,80
4038,PF,2019,78
4039,F,2018,73
4039,F,2019,71
4039,PF,2018,97
4039,PF,2019,93
4040,F,2018,2973
4040,F,2019,2985
4040,PF,2018,6720
4040,PF,2019,6735
4041,F,2018,1266
4041,F,2019,1264
4041,PF,2018,3046
4041,PF,2019,3018
4042,F,2018,485
4042,F,2019,491
4042,PF,2018,1142
4042,PF,2019,1146
4043,F,2018,1942
4043,F,2019,1943
4043,PF,2018,4328
4043,PF,2019,4299
4044,F,2018,85
4044,F,2019,87
4044,PF,2018,174
4044,PF,2019,177
4045,F,2018,609
4045,F,2019,593
4045,PF,2018,1421
4045,PF,2019,1402
4046,F,2018,867
4046,F,2019,878
4046,PF,2018,2173
4046,PF,2019,2185
4047,F,2018,91
4047,F,2019,90
4047,PF,2018,153
4047,PF,2019,150
4203,F,2018,7556
4203,PF,2018,16575
4049,F,2018,562
4049,F,2019,564
4049,PF,2018,1365
4049,PF,2019,1358
4050,F,2018,159
4050,F,2019,157
4050,PF,2018,312
4050,PF,2019,316
4051,F,2018,383
4051,F,2019,380
4051,PF,2018,915
4051,PF,2019,897
4052,F,2018,137
4052,F,2019,137
4052,PF,2018,299
4052,PF,2019,295
4053,F,2018,45
4053,F,2019,45
4053,PF,2018,60
4053,PF,2019,59
4054,F,2018,56
4054,F,2019,57
4054,PF,2018,102
4054,PF,2019,103
4055,F,2018,282
4055,F,2019,282
4055,PF,2018,694
4055,PF,2019,696
4056,F,2018,352
4056,F,2019,353
4056,PF,2018,809
4056,PF,2019,819
4057,F,2018,220
4057,F,2019,222
4057,PF,2018,474
4057,PF,2019,471
4058,F,2018,294
4058,F,2019,285
4058,PF,2018,676
4058,PF,2019,661
4059,F,2018,2227
4059,F,2019,2226
4059,PF,2018,5373
4059,PF,2019,5353
4060,F,2018,60
4060,F,2019,59
4060,PF,2018,89
4060,PF,2019,87
4061,F,2018,2792
4061,F,2019,2779
4061,PF,2018,6873
4061,PF,2019,6818
4062,F,2018,867
4062,F,2019,866
4062,PF,2018,2011
4062,PF,2019,1996
4063,F,2018,188
4063,F,2019,181
4063,PF,2018,406
4063,PF,2019,396
4064,F,2018,2161
4064,F,2019,2179
4064,PF,2018,5126
4064,PF,2019,5132
4065,F,2018,908
4065,F,2019,910
4065,PF,2018,2253
4065,PF,2019,2224
4066,F,2018,2559
4066,F,2019,2563
4066,PF,2018,5599
4066,PF,2019,5595
4067,F,2018,3869
4067,F,2019,3906
4067,PF,2018,9213
4067,PF,2019,9270
4068,F,2018,1650
4068,F,2019,1646
4068,PF,2018,3554
4068,PF,2019,3554
4069,F,2018,86
4069,F,2019,84
4069,PF,2018,183
4069,PF,2019,181
4070,F,2018,40
4070,F,2019,40
4070,PF,2018,86
4070,PF,2019,86
4071,F,2018,384
4071,F,2019,385
4071,PF,2018,802
4071,PF,2019,807
4072,F,2018,913
4072,F,2019,910
4072,PF,2018,2110
4072,PF,2019,2121
4073,F,2018,1054
4073,F,2019,1059
4073,PF,2018,2232
4073,PF,2019,2214
4074,F,2018,411
4074,F,2019,406
4074,PF,2018,950
4074,PF,2019,938
4075,F,2018,1389
4075,F,2019,1385
4075,PF,2018,3258
4075,PF,2019,3274
4076,F,2018,181
4076,F,2019,179
4076,PF,2018,365
4076,PF,2019,371
4077,F,2018,108
4077,F,2019,106
4077,PF,2018,164
4077,PF,2019,156
4078,F,2018,26128
4078,F,2019,26392
4078,PF,2018,55304
4078,PF,2019,55495
4079,F,2018,960
4079,F,2019,929
4079,PF,2018,1930
4079,PF,2019,1884
4080,F,2018,1525
4080,F,2019,1537
4080,PF,2018,3608
4080,PF,2019,3601
4081,F,2018,2085
4081,F,2019,2078
4081,PF,2018,4688
4081,PF,2019,4690
4082,F,2018,3093
4082,F,2019,3102
4082,PF,2018,6904
4082,PF,2019,6919
4083,F,2018,42
4083,F,2019,42
4083,PF,2018,87
4083,PF,2019,87
4084,F,2018,520
4084,F,2019,496
4084,PF,2018,842
4084,PF,2019,808
4085,F,2018,848
4085,F,2019,840
4085,PF,2018,1985
4085,PF,2019,1960
4086,F,2018,740
4086,F,2019,737
4086,PF,2018,1716
4086,PF,2019,1678
4087,F,2018,208
4087,F,2019,209
4087,PF,2018,485
4087,PF,2019,474
4088,F,2018,164
4088,F,2019,161
4088,PF,2018,309
4088,PF,2019,301
4089,F,2018,10504
4089,F,2019,10516
4089,PF,2018,24227
4089,PF,2019,24241
4090,F,2018,388
4090,F,2019,382
4090,PF,2018,714
4090,PF,2019,709
4091,F,2018,816
4091,F,2019,824
4091,PF,2018,1552
4091,PF,2019,1547
4092,F,2018,157
4092,F,2019,157
4092,PF,2018,269
4092,PF,2019,270
4093,F,2018,255
4093,F,2019,252
4093,PF,2018,591
4093,PF,2019,583
4094,F,2018,162
4094,F,2019,156
4094,PF,2018,352
4094,PF,2019,343
4095,F,2018,1544
4095,F,2019,1524
4095,PF,2018,3050
4095,PF,2019,2980
4096,F,2018,1028
4096,F,2019,1017
4096,PF,2018,2611
4096,PF,2019,2558
4097,F,2018,144
4097,F,2019,146
4097,PF,2018,277
4097,PF,2019,265
4098,F,2018,75
4098,F,2019,69
4098,PF,2018,140
4098,PF,2019,130
4099,F,2018,1044
4099,F,2019,1066
4099,PF,2018,2264
4099,PF,2019,2285
4100,F,2018,864
4100,F,2019,866
4100,PF,2018,2006
4100,PF,2019,1989
4101,F,2018,1465
4101,F,2019,1465
4101,PF,2018,3553
4101,PF,2019,3541
4102,F,2018,35
4102,F,2019,35
4102,PF,2018,65
4102,PF,2019,66
4103,F,2018,47
4103,F,2019,46
4103,PF,2018,84
4103,PF,2019,78
4104,F,2018,549
4104,F,2019,553
4104,PF,2018,1402
4104,PF,2019,1396
4105,F,2018,1181
4105,F,2019,1174
4105,PF,2018,2685
4105,PF,2019,2661
4106,F,2018,224
4106,F,2019,220
4106,PF,2018,464
4106,PF,2019,452
4107,F,2018,307
4107,F,2019,311
4107,PF,2018,721
4107,PF,2019,734
4108,F,2018,381
4108,F,2019,390
4108,PF,2018,775
4108,PF,2019,780
4109,F,2018,119
4109,F,2019,110
4109,PF,2018,215
4109,PF,2019,196
4110,F,2018,875
4110,F,2019,869
4110,PF,2018,1465
4110,PF,2019,1447
4111,F,2018,93
4111,F,2019,93
4111,PF,2018,190
4111,PF,2019,190
4112,F,2018,37
4112,F,2019,34
4112,PF,2018,55
4112,PF,2019,49
4113,F,2018,894
4113,F,2019,898
4113,PF,2018,2142
4113,PF,2019,2170
4114,F,2018,891
4114,F,2019,886
4114,PF,2018,2197
4114,PF,2019,2170
4115,F,2018,590
4115,F,2019,592
4115,PF,2018,1306
4115,PF,2019,1303
4116,F,2018,1614
4116,F,2019,1625
4116,PF,2018,3780
4116,PF,2019,3790
4117,F,2018,1290
4117,F,2019,1279
4117,PF,2018,3196
4117,PF,2019,3175
4118,F,2018,588
4118,F,2019,588
4118,PF,2018,1395
4118,PF,2019,1386
4119,F,2018,41
4119,F,2019,41
4119,PF,2018,59
4119,PF,2019,58
4120,F,2018,109
4120,F,2019,108
4120,PF,2018,220
4120,PF,2019,221
4121,F,2018,348
4121,F,2019,343
4121,PF,2018,755
4121,PF,2019,740
4122,F,2018,175
4122,F,2019,173
4122,PF,2018,290
4122,PF,2019,286
4123,F,2018,119
4123,F,2019,121
4123,PF,2018,221
4123,PF,2019,221
4124,F,2018,153
4124,F,2019,155
4124,PF,2018,263
4124,PF,2019,258
4125,F,2018,281
4125,F,2019,274
4125,PF,2018,599
4125,PF,2019,583
4126,F,2018,602
4126,F,2019,601
4126,PF,2018,1305
4126,PF,2019,1299
4127,F,2018,51
4127,F,2019,50
4127,PF,2018,85
4127,PF,2019,83
4128,F,2018,565
4128,F,2019,567
4128,PF,2018,1380
4128,PF,2019,1376
4129,F,2018,239
4129,F,2019,236
4129,PF,2018,572
4129,PF,2019,568
4130,F,2018,9806
4130,F,2019,9831
4130,PF,2018,22115
4130,PF,2019,22054
4131,F,2018,334
4131,F,2019,329
4131,PF,2018,619
4131,PF,2019,609
4132,F,2018,868
4132,F,2019,869
4132,PF,2018,1966
4132,PF,2019,1954
4133,F,2018,1887
4133,F,2019,1893
4133,PF,2018,4642
4133,PF,2019,4639
4134,F,2018,302
4134,F,2019,301
4134,PF,2018,561
4134,PF,2019,546
4135,F,2018,370
4135,F,2019,374
4135,PF,2018,842
4135,PF,2019,849
4136,F,2018,300
4136,F,2019,301
4136,PF,2018,748
4136,PF,2019,738
4137,F,2018,212
4137,F,2019,212
4137,PF,2018,478
4137,PF,2019,478
4138,F,2018,106
4138,F,2019,105
4138,PF,2018,231
4138,PF,2019,228
4139,F,2018,246
4139,F,2019,239
4139,PF,2018,487
4139,PF,2019,474
4140,F,2018,681
4140,F,2019,684
4140,PF,2018,1583
4140,PF,2019,1569
4141,F,2018,134
4141,F,2019,128
4141,PF,2018,227
4141,PF,2019,225
4142,F,2018,911
4142,F,2019,936
4142,PF,2018,2327
4142,PF,2019,2346
4143,F,2018,1735
4143,F,2019,1752
4143,PF,2018,4043
4143,PF,2019,4031
4144,F,2018,822
4144,F,2019,832
4144,PF,2018,1991
4144,PF,2019,2003
4145,F,2018,409
4145,F,2019,411
4145,PF,2018,793
4145,PF,2019,807
4146,F,2018,403
4146,F,2019,401
4146,PF,2018,945
4146,PF,2019,931
4147,F,2018,1374
4147,F,2019,1390
4147,PF,2018,3447
4147,PF,2019,3470
4148,F,2018,1398
4148,F,2019,1390
4148,PF,2018,3384
4148,PF,2019,3301
4149,F,2018,170
4149,F,2019,170
4149,PF,2018,370
4149,PF,2019,364
4150,F,2018,174
4150,F,2019,179
4150,PF,2018,347
4150,PF,2019,351
4151,F,2018,444
4151,F,2019,447
4151,PF,2018,974
4151,PF,2019,989
4152,F,2018,419
4152,F,2019,410
4152,PF,2018,981
4152,PF,2019,969
4153,F,2018,195
4153,F,2019,190
4153,PF,2018,412
4153,PF,2019,399
4154,F,2018,53
4154,F,2019,51
4154,PF,2018,79
4154,PF,2019,83
4155,F,2018,913
4155,F,2019,914
4155,PF,2018,1543
4155,PF,2019,1541
4156,F,2018,54
4156,F,2019,60
4156,PF,2018,81
4156,PF,2019,87
4157,F,2018,1363
4157,F,2019,1349
4157,PF,2018,2683
4157,PF,2019,2661
4158,F,2018,262
4158,F,2019,262
4158,PF,2018,569
