CMN,dominio,anno,valore
26037,F,2018,1801
26037,F,2019,1813
26037,PF,2018,4951
26037,PF,2019,4934
26038,F,2018,3879
26038,F,2019,3895
26038,PF,2018,9596
26038,PF,2019,9601
26039,F,2018,1964
26039,F,2019,1988
26039,PF,2018,5132
26039,PF,2019,5134
26040,F,2018,3738
26040,F,2019,3767
26040,PF,2018,9203
26040,PF,2019,9206
26041,F,2018,1096
26041,F,2019,1105
26041,PF,2018,2902
26041,PF,2019,2916
26042,F,2018,1390
26042,F,2019,1401
26042,PF,2018,3230
26042,PF,2019,3217
26043,F,2018,12115
26043,F,2019,12224
26043,PF,2018,27325
26043,PF,2019,27441
26044,F,2018,1744
26044,F,2019,1757
26044,PF,2018,4323
26044,PF,2019,4341
26045,F,2018,519
26045,F,2019,531
26045,PF,2018,1323
26045,PF,2019,1317
26046,F,2018,12751
26046,F,2019,12839
26046,PF,2018,31393
26046,PF,2019,31469
26047,F,2018,1740
26047,F,2019,1759
26047,PF,2018,4461
26047,PF,2019,4457
26048,F,2018,1080
26048,F,2019,1083
26048,PF,2018,2800
26048,PF,2019,2787
26049,F,2018,4179
26049,F,2019,4214
26049,PF,2018,10610
26049,PF,2019,10662
26050,F,2018,2608
26050,F,2019,2615
26050,PF,2018,6586
26050,PF,2019,6532
26051,F,2018,8259
26051,F,2019,8235
26051,PF,2018,19917
26051,PF,2019,19836
26052,F,2018,1608
26052,F,2019,1609
26052,PF,2018,4436
26052,PF,2019,4409
26053,F,2018,1538
26053,F,2019,1545
26053,PF,2018,3841
26053,PF,2019,3846
26055,F,2018,8473
26055,F,2019,8520
26055,PF,2018,21669
26055,PF,2019,21702
26056,F,2018,2928
26056,F,2019,2936
26056,PF,2018,7304
26056,PF,2019,7302
26057,F,2018,4840
26057,F,2019,4863
26057,PF,2018,11903
26057,PF,2019,11802
26058,F,2018,3162
26058,F,2019,3201
26058,PF,2018,8200
26058,PF,2019,8187
26059,F,2018,5255
26059,F,2019,5336
26059,PF,2018,12825
26059,PF,2019,12993
26060,F,2018,308
26060,F,2019,308
26060,PF,2018,761
26060,PF,2019,751
26061,F,2018,841
26061,F,2019,850
26061,PF,2018,2156
26061,PF,2019,2152
26062,F,2018,2037
26062,F,2019,2044
26062,PF,2018,5182
26062,PF,2019,5145
26063,F,2018,7264
26063,F,2019,7325
26063,PF,2018,17021
26063,PF,2019,17067
26064,F,2018,4035
26064,F,2019,4051
26064,PF,2018,9905
26064,PF,2019,9907
26065,F,2018,711
26065,F,2019,712
26065,PF,2018,1708
26065,PF,2019,1689
26066,F,2018,3739
26066,F,2019,3751
26066,PF,2018,9473
26066,PF,2019,9415
26067,F,2018,927
26067,F,2019,925
26067,PF,2018,2128
26067,PF,2019,2103
26068,F,2018,4221
26068,F,2019,4255
26068,PF,2018,10890
26068,PF,2019,10915
26069,F,2018,5792
26069,F,2019,5840
26069,PF,2018,14458
26069,PF,2019,14517
26070,F,2018,2568
26070,F,2019,2549
26070,PF,2018,6709
26070,PF,2019,6641
26071,F,2018,5146
26071,F,2019,5198
26071,PF,2018,12843
26071,PF,2019,12918
26072,F,2018,2805
26072,F,2019,2820
26072,PF,2018,6910
26072,PF,2019,6879
26073,F,2018,2167
26073,F,2019,2167
26073,PF,2018,5120
26073,PF,2019,5073
26074,F,2018,1826
26074,F,2019,1826
26074,PF,2018,4865
26074,PF,2019,4827
26075,F,2018,3738
26075,F,2019,3757
26075,PF,2018,8988
26075,PF,2019,9013
26076,F,2018,4190
26076,F,2019,4201
26076,PF,2018,9917
26076,PF,2019,9895
26077,F,2018,2631
26077,F,2019,2660
26077,PF,2018,7318
26077,PF,2019,7321
26078,F,2018,1232
26078,F,2019,1239
26078,PF,2018,3024
26078,PF,2019,3001
26079,F,2018,802
26079,F,2019,794
26079,PF,2018,1886
26079,PF,2019,1874
26080,F,2018,2457
26080,F,2019,2458
26080,PF,2018,6178
26080,PF,2019,6159
26081,F,2018,4251
26081,F,2019,4279
26081,PF,2018,9988
26081,PF,2019,9962
26082,F,2018,4968
26082,F,2019,5021
26082,PF,2018,11988
26082,PF,2019,12100
26083,F,2018,4810
26083,F,2019,4842
26083,PF,2018,11705
26083,PF,2019,11734
26084,F,2018,1822
26084,F,2019,1824
26084,PF,2018,4171
26084,PF,2019,4109
26085,F,2018,4035
26085,F,2019,4050
26085,PF,2018,10753
26085,PF,2019,10678
26086,F,2018,39252
26086,F,2019,39530
26086,PF,2018,83033
26086,PF,2019,83260
26087,F,2018,4184
26087,F,2019,4190
26087,PF,2018,10089
26087,PF,2019,10071
26088,F,2018,2595
26088,F,2019,2615
26088,PF,2018,6898
26088,PF,2019,6878
26089,F,2018,6195
26089,F,2019,6227
26089,PF,2018,16559
26089,PF,2019,16559
26090,F,2018,1398
26090,F,2019,1397
26090,PF,2018,3645
26090,PF,2019,3622
26091,F,2018,7568
26091,F,2019,7665
26091,PF,2018,17604
26091,PF,2019,17613
26092,F,2018,12487
26092,F,2019,12512
26092,PF,2018,27374
26092,PF,2019,27318
26093,F,2018,4055
26093,F,2019,4061
26093,PF,2018,10183
26093,PF,2019,10189
26094,F,2018,689
26094,F,2019,698
26094,PF,2018,1769
26094,PF,2019,1756
26095,F,2018,4416
26095,F,2019,4462
26095,PF,2018,11310
26095,PF,2019,11376
26096,F,2019,2625
26096,PF,2019,6440
27001,F,2018,1479
27001,F,2019,1491
27001,PF,2018,3811
27001,PF,2019,3808
27002,F,2018,2819
27002,F,2019,2823
27002,PF,2018,7273
27002,PF,2019,7236
27003,F,2018,4194
27003,F,2019,4254
27003,PF,2018,10693
27003,PF,2019,10754
27004,F,2018,5191
27004,F,2019,5229
27004,PF,2018,13200
27004,PF,2019,13211
27005,F,2018,5206
27005,F,2019,5243
27005,PF,2018,11451
27005,PF,2019,11407
27006,F,2018,5800
27006,F,2019,5732
27006,PF,2018,13462
27006,PF,2019,13183
27007,F,2018,2433
27007,F,2019,2451
27007,PF,2018,6061
27007,PF,2019,6089
27008,F,2018,21473
27008,F,2019,21540
27008,PF,2018,48371
27008,PF,2019,48127
27009,F,2018,1261
27009,F,2019,1265
27009,PF,2018,3216
27009,PF,2019,3181
27010,F,2018,1214
27010,F,2019,1202
27010,PF,2018,2882
27010,PF,2019,2857
27011,F,2018,4192
27011,F,2019,4226
27011,PF,2018,10309
27011,PF,2019,10305
27012,F,2018,6450
27012,F,2019,6489
27012,PF,2018,14933
27012,PF,2019,14891
27013,F,2018,4962
27013,F,2019,4982
27013,PF,2018,12180
27013,PF,2019,12159
27014,F,2018,3485
27014,F,2019,3524
27014,PF,2018,8304
27014,PF,2019,8360
27015,F,2018,1696
27015,F,2019,1709
27015,PF,2018,4175
27015,PF,2019,4153
27016,F,2018,2577
27016,F,2019,2498
27016,PF,2018,6054
27016,PF,2019,5896
27017,F,2018,2768
27017,F,2019,2792
27017,PF,2018,7038
27017,PF,2019,7010
27018,F,2018,1143
27018,F,2019,1146
27018,PF,2018,2769
27018,PF,2019,2754
27019,F,2018,12167
27019,F,2019,12269
27019,PF,2018,25957
27019,PF,2019,25903
27020,F,2018,7400
27020,F,2019,7480
27020,PF,2018,17405
27020,PF,2019,17477
27021,F,2018,8799
27021,F,2019,8865
27021,PF,2018,21523
27021,PF,2019,21492
27022,F,2018,2600
27022,F,2019,2619
27022,PF,2018,6313
27022,PF,2019,6269
27023,F,2018,16547
27023,F,2019,16629
27023,PF,2018,38164
27023,PF,2019,38085
27024,F,2018,11723
27024,F,2019,11788
27024,PF,2018,27260
27024,PF,2019,27230
27025,F,2018,4642
27025,F,2019,4661
27025,PF,2018,11454
27025,PF,2019,11379
27026,F,2018,6648
27026,F,2019,6714
27026,PF,2018,16043
27026,PF,2019,16104
27027,F,2018,2784
27027,F,2019,2829
27027,PF,2018,6942
27027,PF,2019,7004
27028,F,2018,5115
27028,F,2019,5152
27028,PF,2018,12399
27028,PF,2019,12358
27029,F,2018,10782
27029,F,2019,10811
27029,PF,2018,24447
27029,PF,2019,24431
27030,F,2018,1764
27030,F,2019,1780
27030,PF,2018,4632
27030,PF,2019,4649
27031,F,2018,3402
27031,F,2019,3388
27031,PF,2018,8006
27031,PF,2019,7940
27032,F,2018,5381
27032,F,2019,5417
27032,PF,2018,12906
27032,PF,2019,12898
27033,F,2018,17633
27033,F,2019,17725
27033,PF,2018,41963
27033,PF,2019,42070
27034,F,2018,5167
27034,F,2019,5196
27034,PF,2018,11822
27034,PF,2019,11827
27035,F,2018,6961
27035,F,2019,6988
27035,PF,2018,17645
27035,PF,2019,17645
27036,F,2018,5030
27036,F,2019,5084
27036,PF,2018,12817
27036,PF,2019,12814
27037,F,2018,7587
27037,F,2019,7694
27037,PF,2018,18835
27037,PF,2019,18924
27038,F,2018,12067
27038,F,2019,12135
27038,PF,2018,27420
27038,PF,2019,27507
27039,F,2018,3139
27039,F,2019,3167
27039,PF,2018,7598
27039,PF,2019,7558
27040,F,2018,957
27040,F,2019,952
27040,PF,2018,2298
27040,PF,2019,2272
27041,F,2018,1866
27041,F,2019,1887
27041,PF,2018,4795
27041,PF,2019,4795
27042,F,2018,127038
27042,F,2019,126931
27042,PF,2018,257210
27042,PF,2019,256015
27043,F,2018,4083
27043,F,2019,4088
27043,PF,2018,10031
27043,PF,2019,9958
27044,F,2018,6070
27044,F,2019,6127
27044,PF,2018,13417
27044,PF,2019,13450
28001,F,2018,8846
28001,F,2019,8900
28001,PF,2018,19793
28001,PF,2019,19785
28002,F,2018,1281
28002,F,2019,1277
28002,PF,2018,3244
28002,PF,2019,3227
28003,F,2018,10815
28003,F,2019,10918
28003,PF,2018,25686
28003,PF,2019,25862
28004,F,2018,1705
28004,F,2019,1706
28004,PF,2018,4289
28004,PF,2019,4238
28005,F,2018,786
28005,F,2019,793
28005,PF,2018,1839
28005,PF,2019,1858
28006,F,2018,838
28006,F,2019,846
28006,PF,2018,2121
28006,PF,2019,2110
28007,F,2018,1894
28007,F,2019,1917
28007,PF,2018,4798
28007,PF,2019,4843
28008,F,2018,1425
28008,F,2019,1407
28008,PF,2018,3479
28008,PF,2019,3417
28009,F,2018,1275
28009,F,2019,1293
28009,PF,2018,3081
28009,PF,2019,3108
28010,F,2018,261
28010,F,2019,263
28010,PF,2018,627
28010,PF,2019,621
28011,F,2018,1778
28011,F,2019,1781
28011,PF,2018,3781
28011,PF,2019,3780
28012,F,2018,998
28012,F,2019,1010
28012,PF,2018,2441
28012,PF,2019,2436
28013,F,2018,3398
28013,F,2019,3434
28013,PF,2018,8815
28013,PF,2019,8862
28014,F,2018,1396
28014,F,2019,1418
28014,PF,2018,3451
28014,PF,2019,3471
28015,F,2018,2850
28015,F,2019,2863
28015,PF,2018,7122
28015,PF,2019,7057
28016,F,2018,6702
28016,F,2019,6701
28016,PF,2018,16215
28016,PF,2019,16114
28017,F,2018,5782
28017,F,2019,5832
28017,PF,2018,14695
28017,PF,2019,14774
28018,F,2018,1036
28018,F,2019,1041
28018,PF,2018,2637
28018,PF,2019,2619
28019,F,2018,4608
28019,F,2019,4654
28019,PF,2018,11851
28019,PF,2019,11884
28020,F,2018,2156
28020,F,2019,2177
28020,PF,2018,5683
28020,PF,2019,5642
28021,F,2018,917
28021,F,2019,920
28021,PF,2018,2303
28021,PF,2019,2295
28022,F,2018,603
28022,F,2019,600
28022,PF,2018,1520
28022,PF,2019,1501
28023,F,2018,2934
28023,F,2019,2948
28023,PF,2018,7449
28023,PF,2019,7444
28026,F,2018,1908
28026,F,2019,1909
28026,PF,2018,4611
28026,PF,2019,4589
28027,F,2018,1807
28027,F,2019,1786
28027,PF,2018,4716
28027,PF,2019,4696
28028,F,2018,2202
28028,F,2019,2241
28028,PF,2018,5403
28028,PF,2019,5394
28029,F,2018,592
28029,F,2019,584
28029,PF,2018,1501
28029,PF,2019,1466
28030,F,2018,2260
28030,F,2019,2282
28030,PF,2018,5700
28030,PF,2019,5711
28031,F,2018,814
28031,F,2019,818
28031,PF,2018,1975
28031,PF,2019,1977
28032,F,2018,7948
28032,F,2019,8005
28032,PF,2018,19966
28032,PF,2019,19958
28033,F,2018,2556
28033,F,2019,2563
28033,PF,2018,6427
28033,PF,2019,6375
28034,F,2018,4084
28034,F,2019,4059
28034,PF,2018,10003
28034,PF,2019,9921
28035,F,2018,2008
28035,F,2019,2014
28035,PF,2018,5141
28035,PF,2019,5124
28036,F,2018,2865
28036,F,2019,2868
28036,PF,2018,7214
28036,PF,2019,7166
28037,F,2018,7094
28037,F,2019,7112
28037,PF,2018,16049
28037,PF,2019,15961
28038,F,2018,3128
28038,F,2019,3141
28038,PF,2018,7986
28038,PF,2019,7995
28039,F,2018,2758
28039,F,2019,2783
28039,PF,2018,7089
28039,PF,2019,7080
28040,F,2018,1762
28040,F,2019,1783
28040,PF,2018,4355
28040,PF,2019,4359
28041,F,2018,1627
28041,F,2019,1637
28041,PF,2018,4270
28041,PF,2019,4269
28042,F,2018,1742
28042,F,2019,1742
28042,PF,2018,4569
28042,PF,2019,4538
28043,F,2018,760
28043,F,2019,765
28043,PF,2018,2002
28043,PF,2019,1982
28044,F,2018,3686
28044,F,2019,3764
28044,PF,2018,8998
28044,PF,2019,9154
28045,F,2018,3259
28045,F,2019,3275
28045,PF,2018,7795
28045,PF,2019,7832
28046,F,2018,2748
28046,F,2019,2769
28046,PF,2018,7668
28046,PF,2019,7589
28047,F,2018,1269
28047,F,2019,1260
28047,PF,2018,3033
28047,PF,2019,3004
28048,F,2018,3734
28048,F,2019,3759
28048,PF,2018,9140
28048,PF,2019,9170
28049,F,2018,732
28049,F,2019,741
28049,PF,2018,1756
28049,PF,2019,1760
28050,F,2018,2252
28050,F,2019,2273
28050,PF,2018,6071
28050,PF,2019,6075
28052,F,2018,757
28052,F,2019,748
28052,PF,2018,1842
28052,PF,2019,1829
28053,F,2018,1027
28053,F,2019,1022
28053,PF,2018,2558
28053,PF,2019,2516
28054,F,2018,4621
28054,F,2019,4682
28054,PF,2018,11345
28054,PF,2019,11412
28055,F,2018,7354
28055,F,2019,7375
28055,PF,2018,17299
28055,PF,2019,17196
28056,F,2018,3663
28056,F,2019,3685
28056,PF,2018,8806
28056,PF,2019,8742
28057,F,2018,5071
28057,F,2019,5114
28057,PF,2018,11521
28057,PF,2019,11491
28058,F,2018,5062
28058,F,2019,5115
28058,PF,2018,11289
28058,PF,2019,11351
28059,F,2018,2251
28059,F,2019,2248
28059,PF,2018,5597
28059,PF,2019,5582
28060,F,2018,100574
28060,F,2019,101407
28060,PF,2018,205532
28060,PF,2019,205714
28061,F,2018,1512
28061,F,2019,1526
28061,PF,2018,3787
28061,PF,2019,3775
28062,F,2018,507
28062,F,2019,512
28062,PF,2018,1269
28062,PF,2019,1257
28063,F,2018,4346
28063,F,2019,4404
28063,PF,2018,11061
28063,PF,2019,11038
28064,F,2018,3605
28064,F,2019,3640
28064,PF,2018,9530
28064,PF,2019,9481
28065,F,2018,8326
28065,F,2019,8401
28065,PF,2018,19698
28065,PF,2019,19737
28066,F,2018,1352
28066,F,2019,1371
28066,PF,2018,3340
28066,PF,2019,3358
28067,F,2018,908
28067,F,2019,918
28067,PF,2018,2376
28067,PF,2019,2387
28068,F,2018,1503
28068,F,2019,1531
28068,PF,2018,3629
28068,PF,2019,3660
28069,F,2018,5809
28069,F,2019,5834
28069,PF,2018,13556
28069,PF,2019,13525
28070,F,2018,1364
28070,F,2019,1383
28070,PF,2018,3524
28070,PF,2019,3523
28071,F,2018,1978
28071,F,2019,1975
28071,PF,2018,4918
28071,PF,2019,4875
28072,F,2018,6644
28072,F,2019,6755
28072,PF,2018,15762
28072,PF,2019,15921
28073,F,2018,1968
28073,F,2019,1983
28073,PF,2018,4835
28073,PF,2019,4853
28075,F,2018,3879
28075,F,2019,3916
28075,PF,2018,10120
28075,PF,2019,10157
28076,F,2018,2312
28076,F,2019,2353
28076,PF,2018,6337
28076,PF,2019,6368
28077,F,2018,4942
28077,F,2019,4999
28077,PF,2018,13086
28077,PF,2019,13110
28078,F,2018,1632
28078,F,2019,1656
28078,PF,2018,4414
28078,PF,2019,4398
28079,F,2018,1173
28079,F,2019,1189
28079,PF,2018,3044
28079,PF,2019,3078
28080,F,2018,2622
28080,F,2019,2643
28080,PF,2018,7259
28080,PF,2019,7209
28082,F,2018,2897
28082,F,2019,2921
28082,PF,2018,7244
28082,PF,2019,7298
28083,F,2018,996
28083,F,2019,1012
28083,PF,2018,2536
28083,PF,2019,2566
28084,F,2018,777
28084,F,2019,773
28084,PF,2018,1954
28084,PF,2019,1925
28085,F,2018,4115
28085,F,2019,4139
28085,PF,2018,10456
28085,PF,2019,10480
28086,F,2018,9629
28086,F,2019,9738
28086,PF,2018,22781
28086,PF,2019,22880
28087,F,2018,2800
28087,F,2019,2785
28087,PF,2018,6921
28087,PF,2019,6832
28088,F,2018,1740
28088,F,2019,1742
28088,PF,2018,4076
28088,PF,2019,4102
28089,F,2018,3819
28089,F,2019,3850
28089,PF,2018,8911
28089,PF,2019,8902
28090,F,2018,1030
28090,F,2019,1039
28090,PF,2018,2670
28090,PF,2019,2680
28091,F,2018,3270
28091,F,2019,3287
28091,PF,2018,8350
28091,PF,2019,8308
28092,F,2018,2560
28092,F,2019,2566
28092,PF,2018,6064
28092,PF,2019,6067
28093,F,2018,4913
28093,F,2019,4955
28093,PF,2018,12786
28093,PF,2019,12812
28094,F,2018,1734
28094,F,2019,1739
28094,PF,2018,4339
28094,PF,2019,4334
28095,F,2018,838
28095,F,2019,837
28095,PF,2018,2093
28095,PF,2019,2082
28096,F,2018,1838
28096,F,2019,1847
28096,PF,2018,4749
28096,PF,2019,4748
28097,F,2018,750
28097,F,2019,744
28097,PF,2018,1780
28097,PF,2019,1757
28098,F,2018,376
28098,F,2019,375
28098,PF,2018,917
28098,PF,2019,926
28099,F,2018,5289
28099,F,2019,5333
28099,PF,2018,12987
28099,PF,2019,13011
28100,F,2018,9197
28100,F,2019,9260
28100,PF,2018,22794
28100,PF,2019,22865
28101,F,2018,2013
28101,F,2019,2021
28101,PF,2018,5520
28101,PF,2019,5504
28102,F,2018,883
28102,F,2019,882
28102,PF,2018,2184
28102,PF,2019,2153
28103,F,2018,3944
28103,F,2019,3981
28103,PF,2018,10273
28103,PF,2019,10272
28104,F,2018,2371
28104,F,2019,2391
28104,PF,2018,6150
28104,PF,2019,6172
28105,F,2018,1398
28105,F,2019,1395
28105,PF,2018,3284
28105,PF,2019,3269
28106,F,2018,3588
28106,F,2019,3619
28106,PF,2018,8993
28106,PF,2019,8956
28107,F,2018,2744
28107,F,2019,2775
28107,PF,2018,7001
28107,PF,2019,6970
29001,F,2018,8319
29001,F,2019,8309
29001,PF,2018,18996
29001,PF,2019,18823
29002,F,2018,1860
29002,F,2019,1876
29002,PF,2018,4180
29002,PF,2019,4169
29003,F,2018,1175
29003,F,2019,1190
29003,PF,2018,2656
29003,PF,2019,2656
29004,F,2018,4320
29004,F,2019,4320
29004,PF,2018,10071
29004,PF,2019,9979
29005,F,2018,517
29005,F,2019,514
29005,PF,2018,1202
29005,PF,2019,1203
29006,F,2018,1022
29006,F,2019,1030
29006,PF,2018,2525
29006,PF,2019,2491
29007,F,2018,631
29007,F,2019,630
29007,PF,2018,1465
29007,PF,2019,1440
29008,F,2018,309
29008,F,2019,296
29008,PF,2018,704
29008,PF,2019,684
29009,F,2018,1178
29009,F,2019,1177
29009,PF,2018,2693
29009,PF,2019,2656
29010,F,2018,369
29010,F,2019,365
29010,PF,2018,885
29010,PF,2019,871
29011,F,2018,630
29011,F,2019,633
29011,PF,2018,1516
29011,PF,2019,1522
29012,F,2018,1778
29012,F,2019,1761
29012,PF,2018,3984
29012,PF,2019,3952
29013,F,2018,1130
29013,F,2019,1115
29013,PF,2018,2693
29013,PF,2019,2651
29014,F,2018,667
29014,F,2019,662
29014,PF,2018,1608
29014,PF,2019,1595
29015,F,2018,1479
29015,F,2019,1477
29015,PF,2018,3514
29015,PF,2019,3499
29017,F,2018,973
29017,F,2019,962
29017,PF,2018,2267
29017,PF,2019,2226
29018,F,2018,1052
29018,F,2019,1046
29018,PF,2018,2496
29018,PF,2019,2489
29019,F,2018,739
29019,F,2019,742
29019,PF,2018,1723
29019,PF,2019,1702
29021,F,2018,919
29021,F,2019,909
29021,PF,2018,2028
29021,PF,2019,1994
29022,F,2018,1695
29022,F,2019,1703
29022,PF,2018,3914
29022,PF,2019,3902
29023,F,2018,602
29023,F,2019,603
29023,PF,2018,1383
29023,PF,2019,1384
29024,F,2018,1027
29024,F,2019,1028
29024,PF,2018,2441
29024,PF,2019,2442
29025,F,2018,419
29025,F,2019,419
29025,PF,2018,990
29025,PF,2019,980
29026,F,2018,618
29026,F,2019,625
29026,PF,2018,1503
29026,PF,2019,1505
29027,F,2018,853
29027,F,2019,855
29027,PF,2018,2073
29027,PF,2019,2062
29028,F,2018,470
29028,F,2019,473
29028,PF,2018,1120
29028,PF,2019,1118
29029,F,2018,4787
29029,F,2019,4785
29029,PF,2018,11483
29029,PF,2019,11386
29030,F,2018,1508
29030,F,2019,1480
29030,PF,2018,3381
29030,PF,2019,3315
29031,F,2018,1352
29031,F,2019,1362
29031,PF,2018,3425
29031,PF,2019,3404
29032,F,2018,751
29032,F,2019,755
29032,PF,2018,1749
29032,PF,2019,1747
29033,F,2018,5251
29033,F,2019,5285
29033,PF,2018,11848
29033,PF,2019,11929
29034,F,2018,652
29034,F,2019,662
29034,PF,2018,1392
29034,PF,2019,1396
29035,F,2018,610
29035,F,2019,606
29035,PF,2018,1534
29035,PF,2019,1516
29036,F,2018,477
29036,F,2019,477
29036,PF,2018,1138
29036,PF,2019,1133
29037,F,2018,1753
29037,F,2019,1738
29037,PF,2018,3884
29037,PF,2019,3821
29038,F,2018,885
29038,F,2019,888
29038,PF,2018,2214
29038,PF,2019,2195
29039,F,2018,4082
29039,F,2019,4070
29039,PF,2018,9570
29039,PF,2019,9438
29040,F,2018,2925
29040,F,2019,2916
29040,PF,2018,6390
29040,PF,2019,6308
29041,F,2018,23552
29041,F,2019,23431
29041,PF,2018,49752
29041,PF,2019,49539
29042,F,2018,484
29042,F,2019,482
29042,PF,2018,1115
29042,PF,2019,1115
29043,F,2018,475
29043,F,2019,464
29043,PF,2018,1069
29043,PF,2019,1057
29044,F,2018,1580
29044,F,2019,1582
29044,PF,2018,3865
29044,PF,2019,3840
29045,F,2018,1353
29045,F,2019,1336
29045,PF,2018,3150
29045,PF,2019,3106
29046,F,2018,3435
29046,F,2019,3469
29046,PF,2018,8099
29046,PF,2019,8024
29047,F,2018,1132
29047,F,2019,1131
29047,PF,2018,2575
29047,PF,2019,2565
29048,F,2018,2040
29048,F,2019,2042
29048,PF,2018,4904
29048,PF,2019,4873
29049,F,2018,474
29049,F,2019,468
29049,PF,2018,1169
29049,PF,2019,1137
29050,F,2018,799
29050,F,2019,801
29050,PF,2018,1988
29050,PF,2019,1978
29051,F,2018,364
29051,F,2019,361
29051,PF,2018,894
29051,PF,2019,881
29052,F,2018,6076
29052,F,2019,6060
29052,PF,2018,14068
29052,PF,2019,13974
30001,F,2018,965
30001,F,2019,973
30001,PF,2018,2151
30001,PF,2019,2135
30002,F,2018,382
30002,F,2019,378
30002,PF,2018,856
30002,PF,2019,841
30003,F,2018,499
30003,F,2019,495
30003,PF,2018,955
30003,PF,2019,945
30004,F,2018,1571
30004,F,2019,1568
30004,PF,2018,3287
30004,PF,2019,3228
30005,F,2018,948
30005,F,2019,955
30005,PF,2018,2058
30005,PF,2019,2052
30006,F,2018,1260
30006,F,2019,1264
30006,PF,2018,2816
30006,PF,2019,2826
30007,F,2018,826
30007,F,2019,827
30007,PF,2018,1685
30007,PF,2019,1677
30008,F,2018,1504
30008,F,2019,1507
30008,PF,2018,3489
30008,PF,2019,3435
30009,F,2018,2266
30009,F,2019,2279
30009,PF,2018,5289
30009,PF,2019,5278
30010,F,2018,1036
30010,F,2019,1047
30010,PF,2018,2377
30010,PF,2019,2392
30011,F,2018,740
30011,F,2019,742
30011,PF,2018,1835
30011,PF,2019,1826
30012,F,2018,350
30012,F,2019,350
30012,PF,2018,726
30012,PF,2019,711
30013,F,2018,2941
30013,F,2019,2945
30013,PF,2018,6446
30013,PF,2019,6427
30014,F,2018,1770
30014,F,2019,1768
30014,PF,2018,3982
30014,PF,2019,3955
30015,F,2018,656
30015,F,2019,650
30015,PF,2018,1610
30015,PF,2019,1583
30016,F,2018,3300
30016,F,2019,3317
30016,PF,2018,7730
30016,PF,2019,7710
30018,F,2018,1167
30018,F,2019,1166
30018,PF,2018,2834
30018,PF,2019,2794
30019,F,2018,1267
30019,F,2019,1268
30019,PF,2018,2891
30019,PF,2019,2872
30020,F,2018,1570
30020,F,2019,1585
30020,PF,2018,3730
30020,PF,2019,3729
30021,F,2018,480
30021,F,2019,474
30021,PF,2018,993
30021,PF,2019,985
30022,F,2018,319
30022,F,2019,318
30022,PF,2018,677
30022,PF,2019,667
30023,F,2018,6287
30023,F,2019,6262
30023,PF,2018,13536
30023,PF,2019,13460
30024,F,2018,277
30024,F,2019,281
30024,PF,2018,645
30024,PF,2019,650
30025,F,2018,338
30025,F,2019,333
30025,PF,2018,625
30025,PF,2019,616
30026,F,2018,5090
30026,F,2019,5100
30026,PF,2018,10977
30026,PF,2019,10984
30027,F,2018,6989
30027,F,2019,7051
30027,PF,2018,15858
30027,PF,2019,15802
30028,F,2018,966
30028,F,2019,961
30028,PF,2018,2201
30028,PF,2019,2184
30029,F,2018,249
30029,F,2019,246
30029,PF,2018,476
30029,PF,2019,462
30030,F,2018,1313
30030,F,2019,1310
30030,PF,2018,3168
30030,PF,2019,3132
30031,F,2018,912
30031,F,2019,903
30031,PF,2018,2168
30031,PF,2019,2121
30032,F,2018,1004
30032,F,2019,1002
30032,PF,2018,2296
30032,PF,2019,2299
30033,F,2018,91
30033,F,2019,90
30033,PF,2018,165
30033,PF,2019,157
30034,F,2018,74
30034,F,2019,75
30034,PF,2018,103
30034,PF,2019,102
30035,F,2018,595
30035,F,2019,603
30035,PF,2018,1309
30035,PF,2019,1318
30036,F,2018,1279
30036,F,2019,1292
30036,PF,2018,2856
30036,PF,2019,2830
30037,F,2018,2767
30037,F,2019,2782
30037,PF,2018,6102
30037,PF,2019,6076
30039,F,2018,494
30039,F,2019,488
30039,PF,2018,1100
30039,PF,2019,1098
30040,F,2018,287
30040,F,2019,284
30040,PF,2018,565
30040,PF,2019,554
30041,F,2018,526
30041,F,2019,519
30041,PF,2018,920
30041,PF,2019,909
30042,F,2018,319
30042,F,2019,312
30042,PF,2018,578
30042,PF,2019,570
30043,F,2018,4827
30043,F,2019,4816
30043,PF,2018,10739
30043,PF,2019,10656
30044,F,2018,2015
30044,F,2019,2032
30044,PF,2018,4671
30044,PF,2019,4663
30045,F,2018,170
30045,F,2019,166
30045,PF,2018,327
30045,PF,2019,313
30046,F,2018,5975
30046,F,2019,5922
30046,PF,2018,13377
30046,PF,2019,13312
30047,F,2018,366
30047,F,2019,359
30047,PF,2018,708
30047,PF,2019,679
30048,F,2018,1582
30048,F,2019,1586
30048,PF,2018,3738
30048,PF,2019,3695
30049,F,2018,3475
30049,F,2019,3478
30049,PF,2018,6726
30049,PF,2019,6689
30051,F,2018,354
30051,F,2019,355
30051,PF,2018,606
30051,PF,2019,598
30052,F,2018,1003
30052,F,2019,997
30052,PF,2018,2316
30052,PF,2019,2284
30053,F,2018,2644
30053,F,2019,2656
30053,PF,2018,5867
30053,PF,2019,5846
30054,F,2018,439
30054,F,2019,432
30054,PF,2018,925
30054,PF,2019,908
30055,F,2018,2888
30055,F,2019,2892
30055,PF,2018,6310
30055,PF,2019,6281
30056,F,2018,852
30056,F,2019,856
30056,PF,2018,1782
30056,PF,2019,1770
30057,F,2018,3010
30057,F,2019,3020
30057,PF,2018,6879
